OrderID,Date,CustomerID,ProductName,Category,Quantity,UnitPrice,City,PaymentMethod,DeliveryTimeMinutes,Revenue
B00156,2024-12-13,C0399,Potato,Vegetables,2,140.27,Noida,UPI,35,280.54
B00157,2024-05-10,C0564,Namkeen,Snacks,1,105.71,Noida,Card,35,105.71
B00158,2024-12-28,C0455,Croissant,Bakery,5,213.18,Bangalore,Card,22,1065.9
B00159,2024-05-29,C0546,Banana,Fruits,1,120.45,Chennai,UPI,23,120.45
B00160,2024-12-29,C0512,Cookies,Bakery,3,244.15,Mumbai,Netbanking,13,732.45
B00161,2024-10-31,C0281,Juice,Beverages,5,26.91,Delhi,Card,19,134.55
B00162,2024-06-25,C1242,Coffee,Beverages,1,278.43,Gurgaon,COD,58,278.43
B00163,2024-12-20,C0873,Banana,Fruits,1,53.91,Pune,UPI,25,53.91
B00164,2024-11-13,C0598,Tomato,Vegetables,2,100.51,Hyderabad,COD,16,201.02
B00165,2024-02-21,C1422,Cookies,Bakery,2,273.14,Delhi,Card,15,546.28
B00166,2024-06-11,C0171,Cheese,Dairy,2,278.51,Delhi,Netbanking,38,557.02
B00167,2024-02-11,C0568,Orange,Fruits,4,140.47,Delhi,UPI,16,561.88
B00168,2024-08-25,C0895,Cookies,Bakery,3,262.89,Chennai,COD,49,788.67
B00169,2024-12-12,C0328,Onion,Vegetables,3,149.97,Delhi,COD,57,449.90999999999997
B00170,2024-08-10,C0556,Juice,Beverages,5,36.0,Bangalore,Card,35,180.0
B00171,2024-01-04,C1123,Soda,Beverages,1,46.81,Chennai,Netbanking,11,46.81
B00172,2024-08-10,C0206,Croissant,Bakery,2,196.02,Hyderabad,COD,60,392.04
B00173,2024-01-05,C0607,Chips,Snacks,5,276.89,Noida,UPI,15,1384.4499999999998
B00174,2024-08-22,C0725,Biscuits,Snacks,1,186.19,Gurgaon,Card,23,186.19
B00175,2024-09-28,C0234,Curd,Dairy,2,147.92,Pune,Card,36,295.84
B00176,2024-09-06,C0819,Chips,Snacks,5,72.62,Chennai,Netbanking,33,363.1
B00177,2024-02-23,C1422,Tomato,Vegetables,3,123.94,Chennai,Netbanking,41,371.82
B00178,2024-01-05,C0638,Tomato,Vegetables,2,247.27,Hyderabad,COD,14,494.54
B00179,2024-10-02,C0206,Croissant,Bakery,1,279.92,Gurgaon,Card,20,279.92
B00180,2024-06-10,C0161,Namkeen,Snacks,2,54.43,Pune,Netbanking,54,108.86
B00181,2024-09-08,C0193,Bread,Bakery,1,122.74,Chennai,UPI,49,122.74
B00182,2024-07-16,C0060,Mango,Fruits,1,206.77,Chennai,Card,48,206.77
B00183,2024-06-10,C0151,Banana,Fruits,1,17.45,Gurgaon,UPI,15,17.45
B00184,2024-11-12,C0836,Tea,Beverages,3,90.8,Chennai,Card,32,272.4
B00185,2024-11-10,C1499,Spinach,Vegetables,1,295.26,Noida,COD,19,295.26
B00186,2024-04-26,C0121,Juice,Beverages,3,17.46,Bangalore,Netbanking,25,52.38
B00187,2024-11-21,C0145,Paneer,Dairy,5,182.44,Mumbai,Netbanking,23,912.2
B00188,2024-01-07,C0903,Biscuits,Snacks,4,184.62,Delhi,UPI,55,738.48
B00189,2024-09-30,C0241,Cheese,Dairy,4,115.66,Noida,COD,13,462.64
B00190,2024-04-26,C0480,Bread,Bakery,1,225.29,Delhi,UPI,30,225.29
B00191,2024-11-16,C1327,Mango,Fruits,2,295.9,Gurgaon,Card,55,591.8
B00192,2024-08-26,C0361,Apple,Fruits,2,138.95,Gurgaon,UPI,59,277.9
B00193,2024-08-12,C0052,Popcorn,Snacks,2,254.58,Noida,UPI,12,509.16
B00194,2024-08-03,C0660,Paneer,Dairy,3,35.42,Bangalore,Netbanking,22,106.26
B00195,2024-03-31,C1011,Cake,Bakery,2,264.08,Mumbai,Netbanking,55,528.16
B00196,2024-03-12,C1362,Bread,Bakery,4,231.83,Mumbai,COD,40,927.32
B00197,2024-01-21,C0449,Spinach,Vegetables,1,250.74,Mumbai,Card,60,250.74
B00198,2024-07-12,C0053,Milk,Dairy,5,189.76,Chennai,COD,56,948.8
B00199,2024-06-18,C1383,Paneer,Dairy,4,50.09,Mumbai,Netbanking,60,200.36
B00200,2024-04-30,C0917,Soda,Beverages,2,229.93,Delhi,Netbanking,41,459.86
B00201,2024-09-01,C0778,Tomato,Vegetables,4,235.1,Mumbai,Card,22,940.4
B00202,2024-12-05,C0637,Juice,Beverages,2,140.77,Hyderabad,Card,33,281.54
B00203,2024-01-22,C1477,Soda,Beverages,5,251.96,Noida,Card,27,1259.8
B00204,2024-05-19,C0664,Curd,Dairy,5,45.73,Bangalore,Card,33,228.64999999999998
B00205,2024-07-29,C0087,Coffee,Beverages,1,141.24,Noida,UPI,29,141.24
B00206,2024-02-13,C0311,Banana,Fruits,5,180.96,Pune,Netbanking,18,904.8000000000001
B00207,2024-10-07,C0339,Soda,Beverages,3,251.4,Bangalore,Card,28,754.2
B00208,2024-12-03,C0183,Soda,Beverages,4,282.39,Gurgaon,Netbanking,22,1129.56
B00209,2024-11-01,C0205,Bread,Bakery,4,285.99,Hyderabad,Netbanking,48,1143.96
B00210,2024-05-27,C1204,Spinach,Vegetables,4,228.34,Chennai,COD,53,913.36
B00211,2024-03-18,C0297,Banana,Fruits,4,72.5,Bangalore,UPI,26,290.0
B00212,2024-07-03,C0832,Orange,Fruits,2,68.91,Pune,UPI,34,137.82
B00213,2024-06-12,C0692,Biscuits,Snacks,1,108.18,Pune,Netbanking,43,108.18
B00214,2024-05-11,C1242,Chips,Snacks,3,57.31,Gurgaon,Netbanking,57,171.93
B00215,2024-03-23,C0282,Croissant,Bakery,4,174.48,Pune,Netbanking,17,697.92
B00216,2024-08-08,C0358,Mango,Fruits,2,57.33,Delhi,UPI,38,114.66
B00217,2024-11-04,C1229,Coffee,Beverages,3,91.23,Hyderabad,COD,35,273.69
B00218,2024-05-30,C0963,Croissant,Bakery,4,239.65,Hyderabad,COD,35,958.6
B00219,2024-03-28,C0178,Cake,Bakery,5,26.66,Chennai,COD,54,133.3
B00220,2024-01-03,C0584,Apple,Fruits,1,158.85,Delhi,COD,13,158.85
B00221,2024-01-07,C0734,Coffee,Beverages,4,254.53,Gurgaon,Card,36,1018.12
B00222,2024-11-16,C0194,Banana,Fruits,2,39.59,Hyderabad,COD,37,79.18
B00223,2024-02-20,C1228,Cake,Bakery,4,48.84,Noida,Netbanking,47,195.36
B00224,2024-04-12,C0573,Curd,Dairy,3,143.06,Delhi,UPI,32,429.18
B00225,2024-06-07,C1063,Spinach,Vegetables,4,220.21,Mumbai,Netbanking,52,880.84
B00226,2024-08-22,C0122,Coffee,Beverages,1,151.06,Chennai,Card,42,151.06
B00227,2024-06-28,C0728,Potato,Vegetables,5,13.18,Gurgaon,Netbanking,48,65.9
B00228,2024-05-22,C0025,Orange,Fruits,1,103.11,Hyderabad,Card,11,103.11
B00229,2024-04-11,C0754,Banana,Fruits,3,157.17,Pune,Card,22,471.51
B00230,2024-03-30,C1373,Biscuits,Snacks,1,39.16,Hyderabad,Card,30,39.16
B00231,2024-03-17,C0390,Cheese,Dairy,3,114.42,Chennai,Netbanking,42,343.26
B00232,2024-12-02,C1414,Bread,Bakery,5,50.46,Bangalore,Netbanking,35,252.3
B00233,2024-12-24,C0108,Paneer,Dairy,5,45.2,Hyderabad,COD,47,226.0
B00234,2024-11-24,C0528,Cake,Bakery,5,177.2,Mumbai,Netbanking,57,886.0
B00235,2024-06-04,C1434,Onion,Vegetables,3,275.76,Mumbai,COD,55,827.28
B00236,2024-04-28,C1094,Popcorn,Snacks,5,43.01,Noida,UPI,59,215.04999999999998
B00237,2024-07-15,C1299,Banana,Fruits,4,151.9,Delhi,Netbanking,54,607.6
B00238,2024-06-16,C0183,Cookies,Bakery,4,50.14,Hyderabad,Card,11,200.56
B00239,2024-07-19,C0638,Bread,Bakery,2,293.33,Gurgaon,Card,26,586.66
B00240,2024-08-10,C0599,Coffee,Beverages,1,260.95,Noida,COD,22,260.95
B00241,2024-03-06,C0384,Bread,Bakery,2,185.42,Gurgaon,Card,43,370.84
B00242,2024-08-24,C1291,Juice,Beverages,4,156.59,Bangalore,Netbanking,45,626.36
B00243,2024-12-23,C0355,Onion,Vegetables,4,161.46,Bangalore,COD,31,645.84
B00244,2024-06-28,C0233,Onion,Vegetables,5,14.6,Chennai,COD,45,73.0
B00245,2024-12-04,C0342,Potato,Vegetables,2,275.87,Mumbai,UPI,47,551.74
B00246,2024-01-31,C0928,Cookies,Bakery,5,222.41,Delhi,UPI,41,1112.05
B00247,2024-06-05,C0916,Chips,Snacks,4,81.09,Gurgaon,Netbanking,25,324.36
B00248,2024-08-03,C0439,Orange,Fruits,3,254.94,Delhi,Netbanking,50,764.8199999999999
B00249,2024-10-16,C0921,Cookies,Bakery,5,63.09,Noida,Card,48,315.45000000000005
B00250,2024-04-21,C0022,Mango,Fruits,1,254.35,Chennai,Netbanking,31,254.35
B00251,2024-06-09,C0032,Onion,Vegetables,1,276.87,Gurgaon,Card,45,276.87
B00252,2024-04-08,C1048,Mango,Fruits,1,53.9,Delhi,Netbanking,53,53.9
B00253,2024-01-06,C1476,Coffee,Beverages,2,195.2,Pune,COD,16,390.4
B00254,2024-02-13,C0062,Juice,Beverages,1,128.68,Hyderabad,Card,17,128.68
B00255,2024-07-24,C0924,Cheese,Dairy,3,168.14,Hyderabad,Card,48,504.41999999999996
B00256,2024-04-22,C0191,Orange,Fruits,5,32.36,Pune,UPI,38,161.8
B00257,2024-03-16,C0296,Curd,Dairy,1,108.84,Delhi,Card,60,108.84
B00258,2024-01-16,C1354,Tea,Beverages,2,44.54,Delhi,Netbanking,14,89.08
B00259,2024-10-12,C1177,Orange,Fruits,3,200.38,Chennai,Card,10,601.14
B00260,2024-08-28,C1250,Curd,Dairy,5,181.62,Hyderabad,UPI,14,908.1
B00261,2024-12-04,C1248,Cheese,Dairy,3,175.0,Bangalore,COD,57,525.0
B00262,2024-11-05,C0740,Banana,Fruits,1,169.78,Hyderabad,Netbanking,42,169.78
B00263,2024-09-02,C0624,Milk,Dairy,4,248.98,Gurgaon,COD,50,995.92
B00264,2024-01-12,C0418,Cheese,Dairy,2,143.1,Delhi,Netbanking,13,286.2
B00265,2024-03-21,C0918,Popcorn,Snacks,5,45.38,Delhi,Netbanking,17,226.9
B00266,2024-02-22,C0783,Paneer,Dairy,2,122.52,Hyderabad,Card,58,245.04
B00267,2024-10-24,C1169,Onion,Vegetables,5,118.46,Gurgaon,Netbanking,36,592.3
B00268,2024-04-22,C1343,Bread,Bakery,2,115.19,Hyderabad,UPI,35,230.38
B00269,2024-09-17,C0833,Popcorn,Snacks,2,84.7,Mumbai,Netbanking,22,169.4
B00270,2024-10-24,C0429,Popcorn,Snacks,1,173.15,Mumbai,UPI,23,173.15
B00271,2024-07-31,C1277,Biscuits,Snacks,2,115.8,Gurgaon,Card,58,231.6
B00272,2024-01-03,C1418,Potato,Vegetables,1,180.54,Hyderabad,UPI,21,180.54
B00273,2024-06-13,C1259,Onion,Vegetables,1,153.4,Bangalore,UPI,10,153.4
B00274,2024-07-11,C1444,Paneer,Dairy,5,258.83,Chennai,Card,43,1294.1499999999999
B00275,2024-07-25,C1128,Namkeen,Snacks,5,12.23,Gurgaon,Card,17,61.150000000000006
B00276,2024-04-02,C0962,Biscuits,Snacks,3,263.22,Gurgaon,Card,47,789.6600000000001
B00277,2024-09-04,C1325,Orange,Fruits,1,118.15,Bangalore,Netbanking,29,118.15
B00278,2024-03-30,C0308,Coffee,Beverages,2,90.41,Mumbai,Netbanking,34,180.82
B00279,2024-12-18,C1219,Chips,Snacks,5,230.44,Pune,Netbanking,11,1152.2
B00280,2024-01-07,C0611,Biscuits,Snacks,4,235.15,Hyderabad,UPI,37,940.6
B00281,2024-05-06,C0579,Cake,Bakery,3,263.62,Pune,COD,12,790.86
B00282,2024-06-08,C1067,Onion,Vegetables,5,121.73,Delhi,UPI,21,608.65
B00283,2024-01-02,C0271,Paneer,Dairy,3,125.5,Bangalore,COD,14,376.5
B00284,2024-08-02,C1422,Chips,Snacks,5,283.02,Noida,Netbanking,11,1415.1
B00285,2024-09-27,C1471,Tomato,Vegetables,4,269.96,Mumbai,Card,10,1079.84
B00286,2024-08-20,C0683,Tomato,Vegetables,2,193.17,Bangalore,COD,14,386.34
B00287,2024-08-29,C0220,Popcorn,Snacks,3,90.65,Gurgaon,Card,50,271.95000000000005
B00288,2024-02-01,C1058,Onion,Vegetables,1,183.98,Noida,Netbanking,48,183.98
B00289,2024-03-21,C1069,Orange,Fruits,5,115.2,Chennai,UPI,48,576.0
B00290,2024-01-27,C0020,Cake,Bakery,1,272.62,Hyderabad,COD,47,272.62
B00291,2024-01-14,C0669,Onion,Vegetables,3,286.75,Mumbai,Netbanking,59,860.25
B00292,2024-07-13,C1361,Namkeen,Snacks,5,251.97,Pune,COD,16,1259.85
B00293,2024-10-16,C1444,Curd,Dairy,2,214.17,Noida,Netbanking,33,428.34
B00294,2024-02-18,C0852,Biscuits,Snacks,1,167.61,Delhi,COD,40,167.61
B00295,2024-07-20,C0507,Orange,Fruits,2,60.29,Mumbai,Card,28,120.58
B00296,2024-06-21,C1178,Banana,Fruits,1,277.02,Bangalore,UPI,40,277.02
